ManifestID,ShipName,Port,Arrival
8746,AMERICAN CONGRESS,LONDON,10/07/1856
8747,GERTRUDE,ANTWERP,10/07/1856
8748,JOHANN LANGE,BREMEN,10/08/1856
8749,EXCHANGE,HAVRE,10/11/1856
8750,GEM OF THE OCEAN,HAMBURG,10/13/1856
8751,TUISKO,BREMEN,10/13/1856
8752,RATTLER,HAVRE,10/15/1856
8753,LOUISE,BREMERHAVEN,10/16/1856
8754,CAROLINE,BREMEN,10/16/1856
8755,JOHANNA ELISE,HAMBURG,10/16/1856
8756,DAVID HOADLEY,ANTWERP,10/17/1856
8757,CHAMPION,HAMBURG,10/20/1856
8758,DEUTSCHLAND,HAMBURG,10/25/1856
8759,DORETTE,BREMEN,10/24/1856
8760,HERMANN,BREMEN & SOUTHAMPTON,10/24/1856
8761,MARY J. KUNBUN,HAVRE,10/25/1856
8762,RUDOLPH,HAMBURG,10/25/1856
8763,BELGIQUE,ANTWERP & SOUTHAMPTON,10/27/1856
8764,ELIZABETH HAMILTON,HAVRE,10/28/1856
8765,JOSEPHINE,ANTWERP,10/28/1856
8766,JAMES L BOGERT,LIVERPOOL,10/30/1856
8768,ELBERS,BREMEN,11/04/1856
8769,CAROLINE DREW,HAVRE,11/07/1856
8770,ERBGROSSHERZOGIN,CIUDAD BOLIVAR,11/08/1856
8771,FRANCIS B. CUTTING,ANTWERP,11/11/1856
8772,MERCURY,HAVRE,10/13/1856
8773,VANCLUSE,HAVRE,11/13/1856
8774,EMIGRANT,BREMEN,11/14/1856
8775,CHEMBORAZA,ANTWERP,11/14/1856
8776,ADMIRAL,HAVRE,11/14/1856
8777,HOWARD,HAMBURG,11/15/1856
8778,DONAU,HAMBURG,11/15/1856
8779,ELISE,HAMBURG,11/15/1856
8780,HAMMONIA,HAMBURG,11/17/1856
8781,GRIFFON,HAVRE,11/17/1856
8782,FANNY HOLMES,ANTWERP,11/17/1856
8783,HERDER,BREMEN,11/17/1856
8784,REPUBLIC,BREMEN,11/17/1856
8785,JENNY PITT,HAMBURG,11/18/1856
8786,JAMES N COOPER,HAMBURG,11/18/1856
8787,THOMAS J. ROGERS,HAMBURG,11/18/1856
8788,VOLANT,HAVRE,11/18/1856
8789,WASHINGTON,BREMEN & SOUTHAMPTON,11/21/1856
8790,HENRY REED,ANTWERP,11/24/1856
8791,HAVRE,HAVRE,11/24/1856
8792,ALEXANDER,ROTTERDAM,11/24/1856
8793,REINHARD,BREMEN,11/24/1856
8794,WILLIAM TELL,HAVRE,11/26/1856
8795,SPLENDID,HAVRE,11/28/1856
8796,GENESEE,ANTWERP,11/29/1856
8797,CORIOLAN,BREMEN,11/29/1856
8798,CORNELIUS GRINNELL,LONDON,12/01/1856
8799,AMALIE,BREMEN,12/02/1856
8800,WILLIAM & JANE,HAMBURG,12/13/1856
8801,HELLESPONT,HAVRE,12/17/1856
8802,PLYMOUTH ROCK,LONDON,12/22/1856
8803,BORUSSIA,HAMBURG,12/22/1856
8804,CONSTITUTION,ANTWERP & SOUTHAMPTON,12/22/1856
8805,CATHARINE,ANTWERP,12/22/1856
8806,MAIN,HAMBURG,12/31/1856
8807,FULTON,COWES & HAVRE,12/31/1856
8808,LOUIS HENRY,BREMEN,10/25/1856
8809,HUMBOLDT,HAMBURG,11/15/1856
8810,SIR ROBERT PEEL,HAMBURG,12/01/1856
8811,AGEN & HEINRICH,BREMEN,12/15/1856
8812,ELIZABETH DENISON,ANTWERP,12/17/1856
8813,WILLIAM NELSON,HAVRE,01/02/1857
8814,VISION,HAVRE,01/02/1857
8815,RED ROVER,HAVRE,01/02/1856
8816,WILLIAM V MOSES,HAVRE,01/03/1857
8817,NICHOLAS,HAVRE,01/03/1857
8818,ORPHEUS,BREMEN,01/05/1857
8819,UNION,BREMEN,01/08/1857
8820,GERMANIA,HAVRE,01/13/1857
8821,GAUNLLETT,HAVRE,01/14/1857
8822,GUTENBERG,HAMBURG,01/22/1857
8823,NORTH AMERICA,BREMEN,01/23/1857
8824,UNION,BREMEN,01/28/1857
8825,CHARLOTTE A STAMLER,ANTWERP,01/29/1857
8826,LOUISIANA,BREMEN,01/31/1857
8827,HERMINE,BREMEN,02/02/1857
8828,HELVETIA,HAVRE,02/03/1857
8829,ADDY SWIFT,MARACAIBO,02/04/1857
8830,GEORG,BREMEN,02/05/1857
8831,THERESE,BREMEN,02/06/1857
8832,JOHN BERTRAM,HAMBURG,02/07/1857
8833,J H ELLIOTT,ANTWERP,02/05/1857
8834,J AHLERS,BREMEN,02/10/1857
8835,G F MUNTZ,BREMEN,02/10/1857
8836,GRAHAMS POLLY,ANTWERP,02/11/1857
8837,LOGAN,HAVRE,02/11/1857
8838,RHEIN,HAMBURG,02/12/1857
8839,NOTRE DAME VICTORIA,HAVRE,02/13/1857
8840,WILLIAM FROTHINGHAM,HAVRE,02/14/1857
8841,SHERIDAN,ANTWERP,02/14/1857
8842,LOUIS NAPOLEON,HAMBURG,02/17/1857
8843,ZURICH,HAVRE,02/17/1857
8844,FREDERICK GEBHARDT,ANTWERP,02/20/1857
8845,ISAAC BELL,ANTWERP,02/20/1857
8846,E. BUCKLEY,HAVRE,02/24/1857
8847,BAVARIA,HAVRE,03/05/1857
8848,CAROLINE,BREMEN,03/09/1857
8849,LEOPOLD THE FIRST,ANTWERP & SOUTHAMPTON,03/09/1857
8850,DORETTE,BREMERHAVEN,03/14/1857
8851,BELGIQUE,ANTWERP,03/14/1857
8852,JOHN H RYERSON,ANTWERP,03/21/1857
8853,MERCURY,HAVRE,03/23/1857
8854,HAMMONIA,HAMBURG,03/26/1857
8855,RATTLER,HAVRE,03/30/1857
8856,JACOB A STAMLER,ANTWERP,04/06/1857
8857,JOSEPHINE,HAVRE,04/10/1857
8858,WILD WAVE,HAVRE,04/11/1857
8859,MARMION,HAVRE,04/11/1857
8860,LEONTINE,BREMEN,04/14/1857
8861,ELBE,HAMBURG,04/14/1857
8862,BORUSSIA,HAMBURG,04/15/1857
8863,TORNADO,HAVRE,04/15/1857
8864,SARAH PARK,HAVRE,04/15/1857
8865,ADMIRAL,HAVRE,04/17/1857
8866,WILLIAM TELL,HAVRE,04/17/1857
8867,NORD AMERICA,HAMBURG,04/20/1857
8868,HELENE,BREMEN,04/21/1857
8869,PAM FLUSH,HAVRE,04/21/1857
8870,DAVID HOADLEY,ANTWERP,04/21/1857
8871,EMIGRANT,BREMEN,04/21/1857
8872,REPUBLIC,BREMEN,04/21/1857
8873,EVERHARD DELIUS,BREMEN,04/21/1857
8874,AGNES,BREMEN,04/21/1857
8875,WABAMO,ANTWERP,04/22/1857
8876,CORIOLAN,BREMEN,04/22/1857
8877,MISSISSIPPI,ANTWERP,04/23/1857
8878,HOWARD,HAMBURG,04/23/1857
8879,GASTON,ANTWERP,04/23/1857
8880,DANUBE,HAVRE,04/23/1857
8881,HAVRE,HAVRE,04/23/1857
8882,OWEGO,HAVRE,04/23/1857
8883,REINHARD,BREMEN,04/23/1857
8884,SIR ISAAC NEWTON,HAMBURG,04/24/1857
8885,ELISE,BREMEN,04/24/1857
8886,ALBERT GALLATIN,HAVRE,04/27/1857
8887,SAINT NICOLAS,HAVRE,04/27/1857
8888,GERHARD,ROTTERDAM,04/29/1857
8889,HANSA,BREMEN,05/02/1857
8890,DONAU,HAMBURG,05/04/1857
8891,ALBERT,BREMEN,05/05/1857
8892,WILLIAM B TRAVIS,HAVRE,05/06/1857
8893,JUBILAEUM,BREMEN,05/06/1857
8894,HERMANN,BREMEN & SOUTHAMPTON,05/07/1857
8895,CONCORDIA,ANTWERP,05/08/1857
8896,FLORA,HAVRE,05/09/1857
8897,ANTJE BRONS,EMDEN,05/09/1857
8898,RUDOLPH,HAMBURG,05/09/1857
8899,HUMBOLDT,HAMBURG,05/12/1857
8900,PALESTINE,LONDON,05/12/1857
8901,JEVERLAND,BREMEN,05/14/1857
8902,QUEEN OF THE SOUTH,"BREMEN, LONDON & SOUTHAMPTON",05/16/1857
8903,HAMMONIA,HAMBURG,05/16/1857
8904,ATLANTIC,BREMEN,05/19/1857
8905,ARAGO,HAVRE & SOUTHAMPTON,05/19/1857
8906,PREMIER,HAVRE,05/19/1857
8907,HEMISPHERE,HAVRE,05/19/1857
8908,EDWARD STANLEY,HAVRE,05/19/1857
8909,ELISE RUEBCKE,HAMBURG,05/21/1857
8910,ADONIS,BREMEN,05/22/1857
8911,C.J. BORGSTEDT,BREMEN,05/22/1857
8912,E.C. SCRANTON,ANTWERP,05/22/1857
8913,AGEN & HEINRICH,BREMEN,05/22/1857
8914,DOCTOR BARTH,HAMBURG,05/22/1857
8915,AMALIE,BREMEN,05/23/1857
8916,ATALANTA,BREMEN,05/25/1857
8917,MAIN,HAMBURG,05/25/1857
8918,ALLEGANEAN,HAVRE,05/26/1857
8919,WILLIAM NELSON,HAVRE,05/26/1857
8920,WILLIAM FROTHINGHAM,HAVRE,05/26/1857
8921,CONCORDIA,BREMEN,05/26/1857
8922,COPERNICUS,BREMEN,05/27/1857
8923,ALBERT GALLATIN,ANTWERP,05/27/1857
8924,PROGRESS,HAVRE,05/27/1857
8925,E.D. PETERS,HAVRE,05/28/1857
8926,TROY,ANTWERP,05/29/1857
8927,JOHANN,BREMEN,05/29/1857
8928,NORTHUMBERLAND,LONDON,05/29/1857
8929,SIR ROBERT PEEL,HAMBURG,05/29/1857
8930,ARIEL,BREMEN & SOUTHAMPTON,05/30/1857
8931,AUGUSTE,BREMEN,06/01/1857
8932,NAVIGATOR,ANTWERP,06/01/1857
8933,WESER,HAMBURG,06/01/1857
8934,INDIANA,BREMEN & SOUTHAMPTON,06/02/1857
8935,NEW ORLEANS,BREMEN,06/02/1857
8936,ORPHEUS,BREMERHAVEN,06/03/1857
8937,ANNA CALBJORNSEN,ANTWERP,06/03/1857
8938,ALBERT,ANTWERP,06/03/1857
8939,CHARLES COOPER,ANTWERP,06/03/1857
8940,JOHN BERTRAM,HAMBURG,06/03/1857
8941,SEA BELLE,HAVRE,06/04/1857
8942,WELLFLEET,HAVRE,06/04/1857
8943,WASHINGTON,BREMEN & SOUTHAMPTON,06/04/1857
8944,LAURA,BREMEN,06/05/1857
8945,RHEIN,HAMBURG,06/08/1857
8946,ANGELA BREMEN,ANTWERP,06/11/1857
8947,ARAGO,BREMEN & SOUTHAMPTON,06/12/1857
8948,GERMANIA,HAVRE,06/13/1857
8949,J  JEANS,LIVERPOOL,06/15/1857
8950,ATHENA,BREMEN,06/15/1857
8951,UNION,HAMBURG,06/15/1857
8952,BENJAMIN AYMAR,ANTWERP,06/15/1857
8953,CHARTER OAK,HAVRE,06/16/1857
8954,BORUSSIA,HAMBURG,06/17/1857
8955,EDWARD EVERETT,HAMBURG,06/19/1857
8956,CHARLES C FOWLER,HAMBURG,06/20/1857
8957,BELGIQUE,ANTWERP,06/20/1857
8958,JOHANNES,HAMBURG,06/20/1857
8959,IRIS,BREMEN,06/20/1857
8960,ANNA DECATUR,HAVRE,06/22/1857
8961,KOSMOS,BREMEN,06/22/1857
8962,CATHERINE,ANTWERP,06/22/1857
8963,HARRIET HOXIE,ANTWERP,06/22/1857
8964,ONWARD,HAMBURG,06/23/1857
8965,NORTH STAR,"BREMEN, HAVRE & SOUTHAMPTON",06/29/1857
8966,JASON,BREMEN & SOUTHAMPTON,06/29/1857
8967,DEVONSHIRE,LONDON,06/29/1857
8968,TELEMACH,BREMEN,06/30/1857
8969,HELVETIA,HAVRE,06/30/1857
8970,OLYMPIA,BREMEN,06/30/1857
8971,DIANA,BREMEN,07/01/1857
8972,EDGAR P STRINGER,HAVRE,07/01/1857
8973,GEORGE HURLBUT,HAVRE,07/01/1857
8974,GEESTEMUNDE,BREMEN,07/01/1857
8975,RASTEDE,BREMEN,07/01/1857
8976,YOUNG SAM,BREMEN,07/01/1857
8977,ARNOLD BONINGER,ROTTERDAM,07/02/1857
8978,MERCURY,HAVRE,07/02/1857
8979,ZURICH,HAVRE,07/02/1857
8980,RHINE,LONDON,07/02/1857
8981,YORKTOWN,LONDON,07/02/1857
8982,AQUILA,ANTWERP,07/02/1857
8983,OTTILIE,BREMEN,07/02/1857
8984,CHARLOTTE A STAMLER,ANTWERP,07/03/1857
8985,CONSTITUTION,ANTWERP,07/03/1857
8986,HEINRICH VON GAGERN,BREMEN,07/03/1857
8987,MAY HYLER,HAMBURG,07/06/1857
8988,J AHLERS,BREMEN,07/06/1857
8989,LOUISIANA,BREMEN,07/06/1857
8990,WIELAND,BREMEN,07/07/1857
8991,JOHN H ELLIOTT,ANTWERP,07/08/1857
8992,QUEBEC,HAMBURG,07/10/1857
8993,DORETTE,BREMEN,07/10/1857
8994,MARGARETHA,HAMBURG,07/13/1857
8995,FLIGHT,HAMBURG,07/14/1857
8996,QUEEN OF THE SOUTH,LIVERPOOL,07/15/1857
8997,HERMINE,BREMERHAVEN,07/16/1857
8998,HAMMONIA,HAMBURG,07/16/1857
8999,ANNA LANGE,BREMEN,07/16/1857
9000,LINA,BREMEN,07/17/1857
9001,BAVARIA,HAVRE,07/17/1857
9003,SOUTHAMPTON,LONDON,07/18/1857
9004,TRENTON,HAVRE,07/21/1857
9005,CONQUEROR,HAVRE,07/21/1857
9006,ARGO,HAVRE,07/24/1857
9007,ASIA,LIVERPOOL,07/25/1857
9008,INDIANA,BREMEN & SOUTHAMPTON,07/29/1857
9009,WILLIAM TELL,HAVRE,07/20/1857
9010,ARIEL,"BREMEN, HAVRE & SOUTHAMPTON",07/29/1857
9011,WASHINGTON,BREMEN & SOUTHAMPTON,07/30/1857
9012,MAGDALENE,BREMEN,07/31/1857
9013,POCAHONTAS,HAVRE,07/31/1857
9014,FRANZ MCHENRY,HAMBURG,08/01/1857
9015,MARION,HAMBURG,08/01/1857
9016,AMALIE,BREMEN,08/03/1857
9017,JULIUS,ANTWERP,08/03/1857
9018,E VAN BEAULIEN,BREMEN,08/04/1857
9019,R M S PERSIA,LIVERPOOL,08/05/1857
9020,NORD AMERICA,HAMBURG,08/05/1857
9021,JAMES R KEELER,LONDON,08/06/1857
9022,VON STEIN,BREMEN,08/07/1857
9023,ASIA,BREMEN,08/07/1857
9024,ARGO,BREMEN & SOUTHAMPTON,08/08/1857
9025,CHALLENGER,HAVRE,08/08/1857
9026,REPUBLIC,BREMEN,08/08/1857
9027,NEW ORLEANS,HAVRE,08/08/1857
9028,ODER,HAMBURG,08/10/1857
9029,CHACE,HAVRE,08/11/1857
9030,CAROLINE,BREMEN,08/11/1857
9031,RATTLER,HAVRE,08/14/1857
9032,LEOPOLD THE FIRST,ANTWERP & SOUTHAMPTON,08/15/1857
9033,BORUSSIA,HAMBURG,08/15/1857
9034,LIVERPOOL,LIVERPOOL,08/17/1857
9035,BERTHA,SINGAPORE,08/19/1857
9036,A. B. TEVY,PUERTO CABELLO,08/20/1857
9037,MARGARET EVANS,LONDON,08/22/1857
9038,JASON,BREMEN & SOUTHAMPTON,08/22/1857
9039,JOHN HERMANN,HAMBURG,08/25/1857
9040,NORTH STAR,BREMEN,08/25/1857
9041,FRANCIS B. CUTTING,HAVRE,08/26/1857
9042,GLOBE,HAVRE,08/28/1857
9043,PRESIDENT SMIDT,BREMEN,08/28/1857
9044,CORIOLAN,BREMEN,08/31/1857
9045,SAINT NICOLAS,HAVRE,08/31/1857
9046,LEONTINE,BREMEN,08/31/1857
9047,GERHARD,ANTWERP,09/01/1857
9048,REINHARD,BREMEN,09/01/1857
9049,EMIGRANT,BREMEN,09/03/1857
9050,EDWARD OBRIEN,HAVRE,09/03/1857
9051,SHAWMUT,HAVRE,09/04/1857
9052,HOWARD,HAMBURG,09/04/1857
9053,ELIDA,HAMBURG,09/04/1857
9054,ADMIRAL,HAVRE,09/04/1857
9055,EDUARD,BREMEN,09/05/1857
9056,DONAU,HAMBURG,09/05/1857
9057,EQUATOR,BREMEN,09/05/1857
9058,NEBRASKA,HAVRE,09/07/1857
9059,WILLIAM H  PRESCOTT,LIVERPOOL,09/07/1857
9062,META,BREMERHAVEN,09/08/1857
9063,DIANA,HAMBURG,09/08/1857
9064,MAIN,HAMBURG,09/10/1857
9065,JOHN H RYERSON,ANTWERP,09/10/1857
9066,SIR ISAAC NEWTON,HAMBURG,09/10/1857
9067,ORPHEUS,BREMEN,09/12/1857
9068,JACOB A STAMLER,ANTWERP,09/14/1857
9069,HAVRE,HAVRE,09/14/1857
9070,CHARLES SMITH,HAMBURG,09/14/1857
9071,HUMBOLDT,HAMBURG,09/14/1857
9072,CAROLUS MAGNUS,HAVRE,09/15/1857
9073,MERIDIAN,BREMEN,09/16/1857
9074,HAMMONIA,HAMBURG,09/16/1857
9075,SIR ROBERT PEEL,HAMBURG,09/16/1857
9076,JUBILAEUM,BREMEN,09/17/1857
9077,WABAMO,ANTWERP,09/17/1857
9078,ATLANTIC,BREMEN,09/17/1857
9079,WILLIAM FROTHINGHAM,HAVRE,09/17/1857
9080,HELENE,BREMEN,09/19/1857
9081,JOHANN LANGE,BREMEN,09/23/1857
9082,INDIANA,BREMEN & SOUTHAMPTON,09/23/1857
9083,ELISE,HAMBURG,09/28/1857
9084,FLYING EAGLE,CURACAO,09/30/1857
9085,CHARLES D MERWIN,ROTTERDAM,10/02/1857
9086,VICTORIA,LONDON,10/02/1857
9087,ADONIS,BREMEN,10/03/1857
9088,AGNES,BREMEN,10/03/1857
9089,AMALIE,BREMEN,10/03/1857
9090,ATALANTA,HAMBURG,10/05/1857
9091,LAURA,BREMEN,10/05/1857
9092,LOGAN,HAVRE,10/05/1857
9093,MARY BRADFORD,LONDON,10/05/1857
9094,RHEIN,HAMBURG,10/06/1857
9095,JULIE,BREMEN,10/06/1857
9096,ARGO,BREMEN,10/06/1857
9097,CLIO,BREMEN,10/06/1857
9098,UNION,BREMEN,10/06/1857
9099,C.J. BORGSTEDT,BREMEN,10/06/1857
9100,TROY,ANTWERP,10/07/1857
9101,LOUISE,BREMEN,10/06/1857
9102,DOCTOR BARTH,HAMBURG,10/07/1857
9103,JOHANNA ELISE,HAMBURG,10/07/1857
9104,BAY STATE,HAVRE,10/08/1857
9105,J AHLERS,BREMERHAVEN,10/09/1857
9106,FAIRFIELD,HAVRE,10/12/1857
9107,RUSSELL,HAVRE,10/12/1857
9108,JASON,BREMEN & SOUTHAMPTON,10/23/1857
9109,BORUSSIA,HAMBURG,10/26/1857
9110,MERCURY,HAVRE,10/26/1857
9111,ROGER A HIERN,ANTWERP,10/26/1857
9112,JOHN BERTRAM,HAMBURG,10/26/1857
9113,ATHENA,BREMEN,10/27/1857
9114,VIKING,ANTWERP,10/27/1857
9115,WILLIAM NELSON,HAVRE,10/29/1857
9116,RUDOLPH,HAMBURG,10/30/1857
9117,CEDAR,BREMEN,11/02/1857
9118,WURSATA,BREMEN,11/02/1857
9119,DORETTE,BREMEN,11/02/1857
9120,AMERICAN UNION,HAVRE,11/03/1857
9121,G J MILLER,ABACO,11/04/1857
9122,ERICSSON,BREMERHAVEN,11/05/1857
9123,GERMANIA,HAVRE,11/11/1857
9124,GUTENBERG,HAMBURG,11/12/1857
9125,ELISE RUEBCKE,HAMBURG,11/13/1857
9126,TUISKO,BREMEN,11/16/1857
9127,PRINCETON,HAVRE,11/16/1857
9128,HAMMONIA,HAMBURG,11/17/1857
9129,ZURICH,HAVRE,11/17/1857
9130,DAVID HOADLEY,ANTWERP,11/18/1857
9131,OREGON,HAVRE,11/21/1857
9132,LOUIS NAPOLEON,HAMBURG,11/23/1857
9133,SUWA,HAMBURG,11/25/1857
9134,OLYMPIA,BREMEN,11/25/1857
9135,JOHANNES,HAMBURG,11/27/1857
9136,SCHLOSSER,BREMEN,11/28/1857
9137,AMARANTH,BREMEN,11/30/1857
9138,ELBE,HAMBURG,11/30/1857
9139,ROCKAWAY,HAVRE,11/30/1857
9140,ROCKLAND,HAVRE,11/30/1857
9141,CONSTITUTION,BREMEN,12/01/1857
9142,KOSMOS,BREMEN,12/02/1857
9143,ODER,HAMBURG,12/02/1857
9144,OCEAN HOME,HAMBURG,12/02/1857
9145,OCEAN RIVER,HAVRE,12/03/1857
9146,WILLIAM TELL,HAVRE,12/03/1857
9147,ANNAWAN,HAVRE,12/04/1857
9148,LOUISIANA,BREMEN,12/05/1857
9149,MARGARET EVANS,LONDON,12/07/1857
9150,SAINT MICHAEL,"PUERTO PLATA, DOMINICAN REPUBLIC",12/07/1857
9151,E.C. SCRANTON,ANTWERP,12/07/1857
9152,JUNO,BREMEN,12/08/1857
9153,BAZAAR,HAVRE,12/09/1857
9154,WIELAND,BREMEN,12/10/1857
9155,NORD AMERICA,HAMBURG,12/10/1857
9156,ARISTIDES,BREMEN & SOUTHAMPTON,12/12/1857
9157,AGEN & HEINRICH,BREMEN,12/14/1857
9158,CATHARINE,ANTWERP,12/16/1857
9159,NORTH STAR,BREMEN & SOUTHAMPTON,12/19/1857
9160,BORUSSIA,HAMBURG & SOUTHAMPTON,12/21/1857
9161,HERMINE,BREMEN,12/22/1857
9162,DONAU,HAMBURG,12/23/1857
9163,SAINT NICOLAS,HAVRE,12/26/1857
9164,JOHN HERMANN,HAMBURG,12/26/1857
9165,OASIS,HAVRE,01/05/1858
9166,BAVARIA,HAVRE,01/11/1858
9167,VON BERG,HAMBURG,01/12/1858
9168,REPUBLIC,BREMEN,01/15/1858
9169,ARNOLD BONINGER,ROTTERDAM,01/26/1858
9170,MARY BANGS,HAVRE,01/26/1858
9171,CHRISTIANA,LONDON,01/26/1858
9172,MORNING STAR,HAVRE,01/27/1858
9173,CORIOLAN,BREMERHAVEN,01/28/1858
9174,ADMIRAL,HAVRE,02/10/1858
9175,HOWARD,HAMBURG,02/22/1858
9176,ORPHEUS,BREMERHAVEN,02/23/1858
9177,WILLIAM FROTHINGHAM,HAVRE,02/23/1858
9178,SIR ROBERT PEEL,HAMBURG,02/25/1858
9179,HAVRE,HAVRE,03/18/1858
9180,J. BERMANN,PORT AU PRINCE,03/19/1858
9181,ATLANTIC,BREMEN,03/24/1858
9183,HELENE,BREMEN,04/02/1858
9184,HAMMONIA,HAMBURG & SOUTHAMPTON,04/02/1858
9185,MILWAUKEE,HAVRE,04/03/1858
9186,ZURICH,HAVRE,04/06/1858
9187,REPORTER,HAVRE,04/12/1858
9188,KITTY SIMPSON,HAVANA,04/13/1858
9189,DORETTE,BREMEN,04/17/1858
9190,SAXONIA,HAMBURG & SOUTHAMPTON,04/20/1858
9191,R&S SAMSON,ST. THOMAS,04/30/1858
9192,MARIANNE NOTTEBOHM,ANTWERP,04/30/1858
9193,BORUSSIA,HAMBURG & SOUTHAMPTON,05/01/1858
9194,ARIEL,BREMEN & SOUTHAMPTON,05/05/1858
9195,LUCY ANN,CARDENAS,05/06/1858
9196,ELISE,HAMBURG,05/07/1858
9197,HUMBOLDT,HAMBURG,05/07/1858
9198,INVESTIGATOR,HAVRE,05/07/1858
9199,ATALANTA,BREMEN,05/08/1858
9200,FREDERICK GEBHARDT,ANTWERP,05/10/1858
9201,NORD AMERICA,BREMEN,05/14/1858
9202,LIVERPOOL,LONDON,05/17/1858
9203,PROGRESS,HAVRE,05/18/1858
9204,AUSTRIAN,HAMBURG & SOUTHAMPTON,05/18/1858
9205,ASA ELDRIDGE,HAVRE,05/19/1858
9206,DOCTOR BARTH,HAMBURG,05/20/1858
9207,GRANITE STATE,CURACAO,05/22/1858
9208,ALBERT,BREMEN,05/24/1858
9209,JOHN BERTRAM,HAMBURG,05/26/1858
9210,MAIN,HAMBURG,05/26/1858
9211,ATHENA,BREMEN,05/28/1858
9212,JOSEPHINE,ANTWERP,05/29/1858
9213,JOHANNA ELISE,HAMBURG,05/29/1858
9214,HAMMONIA,HAMBURG & SOUTHAMPTON,06/01/1858
9215,NORTH STAR,"BREMERHAVEN, COWES, & HAVRE",06/04/1858
9216,DONAU,HAMBURG,06/07/1858
9217,BAVARIA,HAVRE,06/10/1858
9218,NICHOLAS,HAVRE,06/11/1858
9219,ADDY SWIFT,MARACAIBO,07/13/1858
9220,ANNA DECATUR,HAVRE,06/14/1858
9221,JOHANNES,HAMBURG,06/14/1858
9222,SAXONIA,HAMBURG & SOUTHAMPTON,06/18/1858
9223,HERMINE,BREMEN,06/23/1858
9224,ARISTIDES,BREMEN,06/24/1858
9225,CHARLES COOPER,ANTWERP,06/25/1858
9226,EPAMINONDAS,ROTTERDAM,06/25/1858
9227,CORIOLAN,BREMEN,06/26/1858
9228,REPUBLIC,BREMEN,06/28/1858
9229,BREMERHAVEN,BREMEN,06/28/1858
9230,GUTENBERG,HAMBURG,06/28/1858
9231,ELISE RUEBCKE,HAMBURG,06/28/1858
9232,RUFUS CHOATE,HAVRE,06/30/1858
9233,ARIEL,BREMEN,06/30/1858
9234,LINA,BREMEN,06/30/1858
9235,BORUSSIA,HAMBURG & SOUTHAMPTON,07/01/1858
9236,JUNO,BREMEN,07/01/1858
9237,VON BERG,BREMEN,07/01/1858
9238,ANNA,BREMEN,07/06/1858
9239,ELBE,HAMBURG,07/06/1858
9240,ORPHEUS,BREMERHAVEN,07/06/1858
9241,BREMEN,BREMEN,07/06/1858
9242,O THYEN,BREMEN,07/06/1858
9243,NEW ORLEANS,HAVRE,07/06/1858
9244,WILLIAM NELSON,HAVRE,07/06/1858
9245,WILLIAM FROTHINGHAM,HAVRE,07/08/1858
9246,ELISE & MATHILDE,BREMEN,07/09/1858
9247,HOWARD,HAMBURG,07/14/1858
9248,OMEGA,HAVRE,07/17/1858
9249,AUSTRIAN,HAMBURG & SOUTHAMPTON,07/17/1858
9250,J. CYHERIAN,MAYAGUEZ,07/17/1858
9251,MERCURY,HAVRE,07/20/1858
9252,LOUISIANA,BREMEN,07/23/1858
9253,LOUIS NAPOLEON,HAMBURG,07/23/1858
9254,ARABIA,HAVRE,07/24/1858
9255,E VAN BEAULIEN,BREMEN,07/24/1858
9256,SOUTH CAROLINA,ROTTERDAM,07/24/1858
9257,OCEAN STEED,HAVRE,07/27/1858
9258,NORTHERN LIGHT,"BREMERHAVEN, COWES, & HAVRE",07/27/1858
9259,BALEAR,TAMPICO,07/28/1858
9260,GLOBUS,BREMEN,07/28/1858
9261,SIR ROBERT PEEL,HAMBURG,07/30/1858
9262,JOHN HANCOCK,ANTWERP,07/30/1858
9263,HAMMONIA,HAMBURG & SOUTHAMPTON,07/31/1858
9264,DAVID HOADLEY,ANTWERP,07/31/1858
9265,ADLER,BREMEN,07/31/1858
9266,SOWAMSET,HAVRE,08/03/1858
9267,ODER,HAMBURG,08/04/1858
9268,ATLANTIC,BREMEN,08/09/1858
9269,GALENA,HAVRE,08/09/1858
9270,HELENE,BREMEN,08/11/1858
9271,JOHN HERMANN,HAMBURG,08/11/1858
9272,CONSTITUTION,ANTWERP,08/14/1858
9273,ALFRED STORER,HAVRE,08/16/1858
9274,OTTILIE,BREMEN,08/17/1858
9275,SAXONIA,HAMBURG & SOUTHAMPTON,08/18/1858
9276,FEDERICO,SANTO DOMINGO,08/26/1858
9277,ARIEL,BREMEN,08/26/1858
9278,CURRITUCK,HAVRE,08/28/1858
9279,NEW YORK,BREMEN,08/28/1858
9280,DORETTE,BREMEN,08/30/1858
9281,HERZOGIN VON BRABANT,BREMEN,08/30/1858
9282,BORUSSIA,HAMBURG & SOUTHAMPTON,08/31/1858
9283,UNION,BREMEN,09/06/1858
9284,EDWARD,BREMEN,09/06/1858
9285,ZURICH,HAVRE,09/07/1858
9286,HUMBOLDT,HAMBURG,09/07/1858
9287,JOHN H RYERSON,HAVRE,09/09/1858
9288,JOHN H ELLIOTT,ANTWERP,09/10/1858
9289,OTHELLO,UNKNOWN,09/13/1858
9290,AMERICAN CONGRESS,LONDON,09/14/1858
9291,DOCTOR BARTH,HAMBURG,09/14/1858
9292,ATALANTA,BREMEN,09/14/1858
9293,NORD AMERICA,BREMEN,09/14/1858
9294,NECKAR,HAMBURG,09/15/1858
